postid,posttext,posttime,gameid,posttitle,userid,actionid,filter,rawposttext
744,"well that is pretty different from MS games where I am the NK magnet, but lets not start killing me for the sake of... I dunno... spite?","07/29/08 17:56:12",40,,21,-1,0,"well that is pretty different from MS games where I am the NK magnet, but lets not start killing me for the sake of... I dunno... spite?"
745,"What do you mean by Lignisse-scum not happening?","07/29/08 19:15:28",41,,22,-1,0,"What do you mean by Lignisse-scum not happening?"
749,"actually... ""trust"" adds that person to your personal trust network forum...<br>
everybody that you trust can read this...<br>
add as many or as few people as you'd like...<br>
<br>
this feature is still beta pending its usefulness/gamebreakyness<br>
","07/29/08 19:20:39",41,,15,-1,82003,"actually... ""trust"" adds that person to your personal trust network forum...
everybody that you trust can read this...
add as many or as few people as you'd like...

this feature is still beta pending its usefulness/gamebreakyness
"
750,"she kept a vote on scum D1 when a deadline was imposed.  There were many reasons to move that vote and it never happened, so I think she is town.<br>
<br>
I check Snict last night because in every other game he roleclaimed early D1, I figured lack of ment he was scum not wanting to claim.<br>
<br>
Right now though I am checking SSK as I want an isaac lynch, if both are innocent I would say Korts is last scum","07/29/08 21:27:57",41,,21,-1,0,"she kept a vote on scum D1 when a deadline was imposed.  There were many reasons to move that vote and it never happened, so I think she is town.

I check Snict last night because in every other game he roleclaimed early D1, I figured lack of ment he was scum not wanting to claim.

Right now though I am checking SSK as I want an isaac lynch, if both are innocent I would say Korts is last scum"
751,"Hey, sorry I wasn't around for a while. I'm a tracker; I tracked isaacb and he didn't do anything. Of course, he may be GF, but for what it's worth.","07/30/08 03:39:26",41,,30,-1,82003,"Hey, sorry I wasn't around for a while. I'm a tracker; I tracked isaacb and he didn't do anything. Of course, he may be GF, but for what it's worth."
752,"Well, the mod says there's no villagers in the game. Korts claims to be a villager. Easiest vote ever?<br>
<br>
Edited: to clarify, I'm referring to post #7.","07/30/08 03:43:29",41,,30,213,0,"Well, the mod says there's no villagers in the game. Korts claims to be a villager. Easiest vote ever?

Edited: to clarify, I'm referring to post #7."
753,"the mod is a bastard mod, then. you think I would fakeclaim villager? Easiest vote ever, yes. That's why you're being too obviously opportunistic.<br>
<br>
I guess Pika isn't the last scum, then.","07/30/08 05:23:48",41,,22,214,0,"the mod is a bastard mod, then. you think I would fakeclaim villager? Easiest vote ever, yes. That's why you're being too obviously opportunistic.

I guess Pika isn't the last scum, then."
755,"Pika, ever heard of bussing? It's not something to be dismissed so easily.","07/30/08 05:27:05",41,,22,-1,0,"Pika, ever heard of bussing? It's not something to be dismissed so easily."
756,"Oh yes, it's the ""I've made a role claim that's obviously false, so anyone who points this out must be scum"" gambit. I can't believe I fell for it!","07/30/08 09:30:14",41,,30,-1,0,"Oh yes, it's the ""I've made a role claim that's obviously false, so anyone who points this out must be scum"" gambit. I can't believe I fell for it!"
757,"howdy JordanA24 ... why dontcha introduce yourself...<br>
","07/30/08 10:32:57",46,,15,-1,0,"howdy JordanA24 ... why dontcha introduce yourself...
"
758,"by the way... in case you folks didn't catch it.. I've fixed the site so that you can reveal and vote in the same post..<br>
","07/30/08 12:09:06",41,,15,-1,0,"by the way... in case you folks didn't catch it.. I've fixed the site so that you can reveal and vote in the same post..
"
759,"I've subbed in OtakuTaco for inactive MafiaSSK, who hasn't been seen in about 5 days...<br>
","07/30/08 12:14:44",41,,15,-1,0,"I've subbed in OtakuTaco for inactive MafiaSSK, who hasn't been seen in about 5 days...
"
801,"well... I'm certainly willing to bandwagon if it makes me appear less suspicious! :)","07/31/08 19:19:47",39,,15,230,0,"well... I'm certainly willing to bandwagon if it makes me appear less suspicious! :)"
802,"Seems simple enough, I'll just look at the results from tracking Korts last night. If he went somewhere, he's not a villager, and is therefore scum. If he didn't target anyone, OtakuTaco must be the last mafia.<br>
<br>
So, what did Korts do last night, you ask? Turns out that he <br>
<blockquote><hr noshade>""ADODB.Recordset error '800a0e79'<br>
<br>
Operation is not allowed when the object is open.<br>
<br>
/mygame.asp, line 288<hr noshade></blockquote><br>
Dammit! Weatheredclown! Help!","07/31/08 20:21:37",41,,30,-1,0,"Seems simple enough, I'll just look at the results from tracking Korts last night. If he went somewhere, he's not a villager, and is therefore scum. If he didn't target anyone, OtakuTaco must be the last mafia.

So, what did Korts do last night, you ask? Turns out that he 
[quote]""ADODB.Recordset error '800a0e79'

Operation is not allowed when the object is open.

/mygame.asp, line 288[/quote]
Dammit! Weatheredclown! Help!"
897,"ummmm *one instead of on...","08/06/08 23:05:13",40,,17,-1,0,"ummmm *one instead of on..."
898,"<blockquote><hr noshade>*sigh* I was afraid this would happen... well I am one dead vanilla.......<hr noshade></blockquote><br>
<br>
so why fakeclaim?<br>
","08/07/08 00:20:52",40,,21,-1,0,"[quote]*sigh* I was afraid this would happen... well I am one dead vanilla.......[/quote]

so why fakeclaim?
"
899,"im going to just PM Korts on MS sometime tomorrow if he still hasnt ended this game","08/07/08 02:14:25",40,,21,-1,0,"im going to just PM Korts on MS sometime tomorrow if he still hasnt ended this game"
900,"Ok, isaac's dead, he was town, night falls, MafiaSSK's dead, Pika endgamed, scum win, congrats, weatheredclown! Sorry, too tired to write up some flavor, so there you go.","08/07/08 02:16:37",40,,22,-1,0,"Ok, isaac's dead, he was town, night falls, MafiaSSK's dead, Pika endgamed, scum win, congrats, weatheredclown! Sorry, too tired to write up some flavor, so there you go."
901,,"08/07/08 02:16:48",40,"GAME ENDED!",22,-1,0,
902,"I consider myself a half-winner for the first successful doctor protect on the site","08/07/08 02:30:31",40,,21,-1,0,"I consider myself a half-winner for the first successful doctor protect on the site"
903,"Nice job on that. Technically, though, it didn't go through, cos I'm an idiot.","08/07/08 05:45:42",40,,22,-1,0,"Nice job on that. Technically, though, it didn't go through, cos I'm an idiot."
904,"Can't break it with single/double quotes, so I'm good.","08/07/08 09:03:17",29,,41,-1,0,"Can't break it with single/double quotes, so I'm good."
760,"<blockquote><hr noshade>Oh yes, it's the ""I've made a role claim that's obviously false, so anyone who points this out must be scum"" gambit. I can't believe I fell for it!<hr noshade></blockquote><br>
<br>
Oh noes, sarcasm, the ultimate scumhunting tool!","07/30/08 14:12:30",41,,22,-1,0,"[quote]Oh yes, it's the ""I've made a role claim that's obviously false, so anyone who points this out must be scum"" gambit. I can't believe I fell for it![/quote]

Oh noes, sarcasm, the ultimate scumhunting tool!"
761,"Hey guys.. what have I missed?<br><br><hr><font color=yellow><b>claim vigilante</b></font>","07/30/08 16:26:00",41,,32,216,0,"Hey guys.. what have I missed?"
762,"On further reflection, I'm okay with an isaacb lynch. I tracked him last night and he didn't go anywhere, which makes GF a very likely possibility, since most protown would target. <br><br><hr><font color=yellow><b>claim tracker</b></font>","07/30/08 16:31:07",41,,30,219,0,"On further reflection, I'm okay with an isaacb lynch. I tracked him last night and he didn't go anywhere, which makes GF a very likely possibility, since most protown would target. "
763,"Ok, so that was, what, a lynch? Without isaac getting to claim? bravo, brava!","07/30/08 16:34:11",41,,22,-1,0,"Ok, so that was, what, a lynch? Without isaac getting to claim? bravo, brava!"
764,"He hasn't posted since the game started; what makes you think he'd have been back to claim?","07/30/08 16:56:47",41,,30,-1,0,"He hasn't posted since the game started; what makes you think he'd have been back to claim?"
765,"I dunno; he posted in the other game just yesterday.","07/30/08 17:19:23",41,,22,-1,0,"I dunno; he posted in the other game just yesterday."
766,"Wait!!! don't kill me I can help you! <br><br><hr><font color=yellow><b>claim roleblocker</b></font>","07/30/08 21:07:04",41,,17,222,0,"Wait!!! don't kill me I can help you! "
767,"So I've got a ""roleblocker"" role that I've created..<br>
in the database I've marked it as ""pro-town"".. but is it really a pro-town role?<br>
I wonder if it is best used with other anti-town roles that I haven't yet created...<br>
","07/30/08 23:25:07",41,,15,-1,0,"So I've got a ""roleblocker"" role that I've created..
in the database I've marked it as ""pro-town"".. but is it really a pro-town role?
I wonder if it is best used with other anti-town roles that I haven't yet created...
"
768,"sounds great","07/30/08 23:46:26",39,,18,-1,2,"sounds great"
769,"voting for PikaPika!","07/30/08 23:48:01",40,,18,225,0,"voting for PikaPika!"
770,"I think that snict being so quiet is an act.","07/30/08 23:49:28",39,,18,226,0,"I think that snict being so quiet is an act."
771,"<blockquote><hr noshade>So I've got a ""roleblocker"" role that I've created..<br>
in the database I've marked it as ""pro-town"".. but is it really a pro-town role?<br>
I wonder if it is best used with other anti-town roles that I haven't yet created...<br>
<hr noshade></blockquote><br>
<br>
haha, when the mod starts throwing dirt...","07/31/08 03:29:43",41,,22,-1,0,"[quote]So I've got a ""roleblocker"" role that I've created..
in the database I've marked it as ""pro-town"".. but is it really a pro-town role?
I wonder if it is best used with other anti-town roles that I haven't yet created...
[/quote]

haha, when the mod starts throwing dirt..."
772,"Suspicion turned to <b>Isaac</b>, for seemingly obvious reasons.  He was a suspicious character from the beginning, and clearly his claim did nothing to assuage these doubts.<br>
<br>
Unfortunately, he was nothing but a harmless eccentric.  The lynch was carried out, but at the same time, truely sinister forces were at work elsewhere in the town.<br>
<br>
Things did not go well for a tiny yellow rodent with a penchant for electricity and a knack for ferreting out the truth.  <b>Pikapika</b> was run down while crossing the street for ""knowing too much"".<br>
","07/31/08 12:25:54",41,"Day 3",15,-1,0,"Suspicion turned to [b]Isaac[/b], for seemingly obvious reasons.  He was a suspicious character from the beginning, and clearly his claim did nothing to assuage these doubts.

Unfortunately, he was nothing but a harmless eccentric.  The lynch was carried out, but at the same time, truely sinister forces were at work elsewhere in the town.

Things did not go well for a tiny yellow rodent with a penchant for electricity and a knack for ferreting out the truth.  [b]Pikapika[/b] was run down while crossing the street for ""knowing too much"".
"
773,"<b>vote: OtakuTaco</b><br>
<br>
Pika was supposed to be investigating you last night.","07/31/08 12:50:19",41,,22,227,0,"[b]vote: OtakuTaco[/b]

Pika was supposed to be investigating you last night."
774,"wait, unvote.<br>
<br>
Sorry. nearly lost it there. don't vote until we have scum in our hands, guys, or we'll lose instantly. We're in LYLO and it's two votes to lynch.","07/31/08 12:52:10",41,,22,-1,0,"wait, unvote.

Sorry. nearly lost it there. don't vote until we have scum in our hands, guys, or we'll lose instantly. We're in LYLO and it's two votes to lynch."
775,"EBWOP: make that guy in singular; my advice will probably be ignored by the scum, if they can get away with it.","07/31/08 12:53:30",41,,22,-1,0,"EBWOP: make that guy in singular; my advice will probably be ignored by the scum, if they can get away with it."
776,"Wow... an OMGUS bandwagon vote from a lurker!","07/31/08 13:38:02",40,,21,-1,0,"Wow... an OMGUS bandwagon vote from a lurker!"
777,"<blockquote><hr noshade>So I've got a ""roleblocker"" role that I've created..<br>
in the database I've marked it as ""pro-town"".. but is it really a pro-town role?<br>
I wonder if it is best used with other anti-town roles that I haven't yet created...<br>
<hr noshade></blockquote><br>
<br>
It gets played as both quite a bit, although I see it from scum more then town.<br>
<br>
Oh yeah, I told you so and bah go town<br>
","07/31/08 13:39:08",41,,21,-1,0,"[quote]So I've got a ""roleblocker"" role that I've created..
in the database I've marked it as ""pro-town"".. but is it really a pro-town role?
I wonder if it is best used with other anti-town roles that I haven't yet created...
[/quote]

It gets played as both quite a bit, although I see it from scum more then town.

Oh yeah, I told you so and bah go town
"
795,"when I say try to comment on WC's bandwagon avoidance, I mean say something about it.","07/31/08 17:18:15",39,,22,-1,0,"when I say try to comment on WC's bandwagon avoidance, I mean say something about it."
796,"Doesn't seem suspicious yet at this early juncture.. although your focusing on it does...<br>
Do you know something?  Or are you trying to hide something?<br>
","07/31/08 17:22:48",39,,32,-1,0,"Doesn't seem suspicious yet at this early juncture.. although your focusing on it does...
Do you know something?  Or are you trying to hide something?
"
805,"haha!  oh the irony!<br>
<br>
should be fixed now.","07/31/08 23:40:51",41,,15,-1,0,"haha!  oh the irony!

should be fixed now."
806,"Berlin seems to have figured one way or another in most of the intelligence operations mounted in Europe during the first two decades of the Cold War.  Clandestine operations were conducted by both the KGB and the CIA.<br>
<br>
This is not going to be an entirely conventional game.  Everyone in this game is a spy, merely the flavor of the spy is different.  There will be five types of players.<br>
<br>
* Hit Men<br>
* KGB<br>
* CIA<br>
* Double Agents<br>
* Germans<br>
","08/01/08 00:39:54",47,,15,-1,0,"Berlin seems to have figured one way or another in most of the intelligence operations mounted in Europe during the first two decades of the Cold War.  Clandestine operations were conducted by both the KGB and the CIA.

This is not going to be an entirely conventional game.  Everyone in this game is a spy, merely the flavor of the spy is different.  There will be five types of players.

* Hit Men
* KGB
* CIA
* Double Agents
* Germans
"
807,"Wow, I just don't know what's going on. My track result for Korts now says ""Korts"". But my night 1 tracking result on isaacb said ""none"". Are these the same result? Do both of these mean that that player stayed home that night?","08/01/08 02:56:23",41,,30,-1,0,"Wow, I just don't know what's going on. My track result for Korts now says ""Korts"". But my night 1 tracking result on isaacb said ""none"". Are these the same result? Do both of these mean that that player stayed home that night?"
808,"Or, it might mean that I was roleblocked night 1 and therefore didn't get a tracking result, while Korts stayed home last night. At any rate, Korts didn't go to somebody's house and murder them in their sleep. Good job, Korts!","08/01/08 02:57:21",41,,30,-1,0,"Or, it might mean that I was roleblocked night 1 and therefore didn't get a tracking result, while Korts stayed home last night. At any rate, Korts didn't go to somebody's house and murder them in their sleep. Good job, Korts!"
809,"Thanks, I try to repress the urge :D","08/01/08 03:48:08",41,,22,-1,0,"Thanks, I try to repress the urge :D"
810,"I'm more than happy to lynch an inactive.","08/01/08 04:16:05",39,,22,233,0,"I'm more than happy to lynch an inactive."
811,"So, I guess there was a villager, and not a vigilante after all. Sorry, Otaku. You've tacoed your last.","08/01/08 04:38:24",41,,30,234,0,"So, I guess there was a villager, and not a vigilante after all. Sorry, Otaku. You've tacoed your last."
812,"Yay, scum win!<br>
<br>
I seriously don't know what could've happened with your result, Lignisse. Maybe as godfather I'm immune to tracking, too?","08/01/08 04:46:46",41,,22,235,0,"Yay, scum win!

I seriously don't know what could've happened with your result, Lignisse. Maybe as godfather I'm immune to tracking, too?"
813,"Deadline set:<br>
<br>
You guys have one week. If no-one gains majority by next friday when I log in, everyone except the last poster will be nuked. Happy happy!","08/01/08 04:49:43",40,"DEADLINE: 8/7/2008",22,-1,0,"Deadline set:

You guys have one week. If no-one gains majority by next friday when I log in, everyone except the last poster will be nuked. Happy happy!"
814,"I'll sign up, though it looks like we won't get enough players anytime soon.","08/01/08 04:50:25",47,,22,-1,0,"I'll sign up, though it looks like we won't get enough players anytime soon."
815,"Ugh. Apparently so. Well played, although I feel a bit foolish.","08/01/08 04:52:06",41,,30,-1,0,"Ugh. Apparently so. Well played, although I feel a bit foolish."
816,"Well, it's not like it's your fault. I think you played well.","08/01/08 05:06:06",41,,22,-1,0,"Well, it's not like it's your fault. I think you played well."
817,"Rats!  sorry... Korts' <font color='yellow'><b>claim</b></font> on the same day as his mafia vote ended up tricking the system.. the action that targeted himself was his own claim... the next action in his list of actions for the day was his mafia vote...<br>
<br>
the bug has now been fixed...","08/01/08 12:11:51",41,,15,-1,0,"Rats!  sorry... Korts' [color=yellow][b]claim[/b][/color] on the same day as his mafia vote ended up tricking the system.. the action that targeted himself was his own claim... the next action in his list of actions for the day was his mafia vote...

the bug has now been fixed..."
818,"She sat out all night watching the house... never did someone go in or out... by morning, she was tired, but had the answer that she needed.<br>
<br>
Little did she know that she was watching the wrong house.  Stupid GPS technology....<br>
<br>
The vote went down just as the godfather has only hoped in his wildest dreams.  He made the decision to leave town with no further bloodshed;  Enough violence had been done here and it was time to move on.<br>
<br>
THE END<br>
","08/01/08 12:12:35",41,"Day 4",15,-1,0,"She sat out all night watching the house... never did someone go in or out... by morning, she was tired, but had the answer that she needed.

Little did she know that she was watching the wrong house.  Stupid GPS technology....

The vote went down just as the godfather has only hoped in his wildest dreams.  He made the decision to leave town with no further bloodshed;  Enough violence had been done here and it was time to move on.

THE END
"
819,"I've ended the game before our last townie could be killed by mafia (calling this game a draw) due to the site glitches.  Sorry Otakutaco, but you lose! :)<br>
<br>
over all.. this game was a great test of which roles are still a little bit broken!  thanks!<br>
<br>
I'd encourage anybody who is interested to sign up for the <a href='http://phalla.somee.com/gamedisplay.asp?g=47'>KGB vs CIA</a> game, as it should test out a mechanic I built into the site while we were playing this game.  I think that it could be fun..<br>
<br>
","08/01/08 12:12:41",41,"GAME ENDED!",15,-1,0,"I've ended the game before our last townie could be killed by mafia (calling this game a draw) due to the site glitches.  Sorry Otakutaco, but you lose! :)

over all.. this game was a great test of which roles are still a little bit broken!  thanks!

I'd encourage anybody who is interested to sign up for the [url=http://phalla.somee.com/gamedisplay.asp?g=47]KGB vs CIA[/url] game, as it should test out a mechanic I built into the site while we were playing this game.  I think that it could be fun..

"
820,"no problem, it's not like we discussed anything with ace... wonder why he flaked","08/01/08 12:16:34",41,,22,-1,2,"no problem, it's not like we discussed anything with ace... wonder why he flaked"
821,"Nooo!  Foiled by a failure of new-fangled technology!!!<br>
<br>
<br>
bah!<br>
","08/01/08 14:29:39",41,,32,-1,0,"Nooo!  Foiled by a failure of new-fangled technology!!!


bah!
"
822,"on board with that...","08/01/08 15:09:15",39,,32,236,0,"on board with that..."
823,"And thats a lynch, death scene cometh","08/01/08 15:19:25",39,,21,-1,0,"And thats a lynch, death scene cometh"
824,"It had been a long day trapped in the room.  As it wore on, tempers rose in some, and others began to lose intrest in what was going on, one of these was Snict.  A group gathered around him trying to get him to talk, poking Snict with a stick and eventually threatening to hang him.  Snict just stared back at the growing mob though, never saying a word.  Eventually you decide his time is up.  With a group effort you tie him up before asking him one last time if he had anything to say.  No response.  With a swift kick OkatuTaco kicks out the chair he was standing on and Snict is no more.<br>
<br>
Snict – Villager, Lynched Day one<br>
","08/01/08 15:27:07",39,,21,-1,0,"It had been a long day trapped in the room.  As it wore on, tempers rose in some, and others began to lose intrest in what was going on, one of these was Snict.  A group gathered around him trying to get him to talk, poking Snict with a stick and eventually threatening to hang him.  Snict just stared back at the growing mob though, never saying a word.  Eventually you decide his time is up.  With a group effort you tie him up before asking him one last time if he had anything to say.  No response.  With a swift kick OkatuTaco kicks out the chair he was standing on and Snict is no more.

Snict – Villager, Lynched Day one
"
825,"The next morning you wake up and start making your way to the center table, well most of you.  OkatuTaco is dead in one corner of the room, a little later you discover that Weatheredclown is dead as well.  That’s unfortunate<br>
<br>
It is now day two.  With five alive its three to lynch<br>
<br>
OkatuTaco – Villager, killed night one<br>
Weatheredclown – Villager, shotgunned night one<br>
","08/01/08 15:28:01",39,,21,-1,0,"The next morning you wake up and start making your way to the center table, well most of you.  OkatuTaco is dead in one corner of the room, a little later you discover that Weatheredclown is dead as well.  That’s unfortunate

It is now day two.  With five alive its three to lynch

OkatuTaco – Villager, killed night one
Weatheredclown – Villager, shotgunned night one
"
826,,"08/01/08 15:28:17",39,"Day 2",21,-1,0,
827,"It is now Day two, five living means three is a lynch","08/01/08 15:28:40",39,,21,-1,0,"It is now Day two, five living means three is a lynch"
828,"posts to hide from the nuke, but for serious, lynch a lurker would work well here","08/01/08 15:32:42",40,,21,-1,0,"posts to hide from the nuke, but for serious, lynch a lurker would work well here"
829,"ok.. dogpile on ace...<br>
","08/01/08 15:43:46",40,,15,237,0,"ok.. dogpile on ace...
"
830,"the above is a good idea","08/01/08 15:51:11",40,,21,238,0,"the above is a good idea"
831,"more MS people... great","08/01/08 15:52:36",46,,21,-1,0,"more MS people... great"
832,"Umm, if you're bum-rushing ace for the lynch, I'm guessing you should choose another NK.","08/01/08 16:36:23",40,,22,-1,2,"Umm, if you're bum-rushing ace for the lynch, I'm guessing you should choose another NK."
905,"Html & quot; (space put in for reasons) is turned into a quote but not back into html.","08/07/08 09:04:29",29,,41,-1,0,"Html & quot; (space put in for reasons) is turned into a quote but not back into html."
906,"w00t!  The first game I survived!<br>
Are you guys gonna sign up for the spy game?  That's the next one I'm trying to get off the ground.<br>
","08/07/08 10:43:20",40,,15,-1,0,"w00t!  The first game I survived!
Are you guys gonna sign up for the spy game?  That's the next one I'm trying to get off the ground.
"
907,"I now wrap the text in an &lt;xmp&gt; tag when you are editing in case you put html in there...<br>
","08/07/08 10:49:07",29,,15,-1,0,"I now wrap the text in an <xmp> tag when you are editing in case you put html in there...
"
833,"The WC kill was mine. Unfotunately, I have the nagging feeling that out of the 5 still alive, 3 are inactive, and isaac may or may not be...","08/01/08 16:40:25",39,,22,239,0,"The WC kill was mine. Unfotunately, I have the nagging feeling that out of the 5 still alive, 3 are inactive, and isaac may or may not be..."
834,"<font size='6'>BAH</font><br>
<br>
all you had to do was ask, korts... all you had to do was ask.<br>
","08/01/08 16:44:14",39,,15,-1,0,"[size=6]BAH[/size]

all you had to do was ask, korts... all you had to do was ask.
"
835,"heh, ask what, whether or not you want to be killed?<br>
<br>
BTW sorry...","08/01/08 17:23:14",39,,22,-1,0,"heh, ask what, whether or not you want to be killed?

BTW sorry..."
836,"""The Boss is annoyed. You don't want the Boss annoyed. <i>This</i> happens when the Boss is annoyed.""<br>
<br>
The guard nods at the others.<br>
<br>
Ace, who had been standing, watching the argument break out, and drooling slowly, folds silently as a spear passes through his lungs.<br>
<br>
Snict, who looked at everyone with a knowing look, and nodding at everything yet saying nothing, cried out in surprise as a swordtip emerged from his stomach. He collapsed with much noise.<br>
<br>
Blood gushing from the two corpses, you stand and stare in horror. The Boss waves from the shadow of his chair.<br>
<br>
""Carry on, then.""<br>
<br>
Snict was mafia, ace was a villager. You don't want to annoy me.<br>
","08/02/08 17:12:05",40,,22,-1,0,"""The Boss is annoyed. You don't want the Boss annoyed. [i]This[/i] happens when the Boss is annoyed.""

The guard nods at the others.

Ace, who had been standing, watching the argument break out, and drooling slowly, folds silently as a spear passes through his lungs.

Snict, who looked at everyone with a knowing look, and nodding at everything yet saying nothing, cried out in surprise as a swordtip emerged from his stomach. He collapsed with much noise.

Blood gushing from the two corpses, you stand and stare in horror. The Boss waves from the shadow of his chair.

""Carry on, then.""

Snict was mafia, ace was a villager. You don't want to annoy me.
"
837,"doh!  I forgot that was the NK","08/02/08 22:16:06",40,,15,240,2,"doh!  I forgot that was the NK"
838,"if korts is really a vig.. seems like the biggest thread","08/03/08 09:56:39",39,,18,241,2,"if korts is really a vig.. seems like the biggest thread"
839,"it is a grim situation we find ourselves in people.  let's make this next decision really carefully.<br>
I think that isaac is mafia because I'm not sure who else is active..<br>
","08/03/08 10:00:48",39,,18,242,0,"it is a grim situation we find ourselves in people.  let's make this next decision really carefully.
I think that isaac is mafia because I'm not sure who else is active..
"
840,"unless you want to vote on a lurker, and I'll check isaac tonight, but unless there is guardian.. this could be dangerous.","08/03/08 10:02:26",39,,18,243,0,"unless you want to vote on a lurker, and I'll check isaac tonight, but unless there is guardian.. this could be dangerous."
842,"whoever is the vig can claim to make a confirmed town","08/03/08 14:08:07",40,,21,-1,0,"whoever is the vig can claim to make a confirmed town"
843,"BTW I'm gonna shoot next night, too. My target will be MafiaSSK. I propose we lynch ace.<br>
","08/03/08 14:15:22",39,,22,244,0,"BTW I'm gonna shoot next night, too. My target will be MafiaSSK. I propose we lynch ace.
"
844,"vig? the setup's open, Pika. These fellas were modkilled, to be clear. I was just annoyed at them being completely inactive, and they seem to have dropped off the site.","08/03/08 14:16:35",40,,22,-1,0,"vig? the setup's open, Pika. These fellas were modkilled, to be clear. I was just annoyed at them being completely inactive, and they seem to have dropped off the site."
845,"Deadline for this day will be August 9th at 11:59 PM PST.  That is about five an a half days from this post","08/03/08 14:25:37",39,,21,-1,0,"Deadline for this day will be August 9th at 11:59 PM PST.  That is about five an a half days from this post"
846,"Don't see why not.","08/03/08 16:12:51",47,,40,-1,0,"Don't see why not."
847,"oh ok, saw mafia get killed with no votes so I assumed NK<br>
<br>
This means that there was probally a successful protect though, so doctor might want to claim now with thier target last night.<br>
<br>
Also korts, advance to next day.  That way votes reset","08/03/08 18:45:56",40,,21,-1,0,"oh ok, saw mafia get killed with no votes so I assumed NK

This means that there was probally a successful protect though, so doctor might want to claim now with thier target last night.

Also korts, advance to next day.  That way votes reset"
848,"ok.. I'll go along with ace...","08/03/08 23:23:15",39,,18,246,0,"ok.. I'll go along with ace..."
849,"Im going to try and snag someone from a different site to replace in.  Dont hold your breath though","08/04/08 01:51:01",39,,21,-1,0,"Im going to try and snag someone from a different site to replace in.  Dont hold your breath though"
850,"You are led away, and then back. The mafia has killed again.<br>
<br>
Lalelaubach has been murdered. He was the doc.<br>
<br>
Sorry for the confusion. I was just annoyed at the inactives, the modkills had no relation to the night actions. I originally intended the day to continue, but oh well. Day 2, get lynching","08/04/08 05:02:08",40,"Day 2",22,-1,0,"You are led away, and then back. The mafia has killed again.

Lalelaubach has been murdered. He was the doc.

Sorry for the confusion. I was just annoyed at the inactives, the modkills had no relation to the night actions. I originally intended the day to continue, but oh well. Day 2, get lynching"
851,"I think this is the right lynch here","08/04/08 09:13:48",40,,21,247,0,"I think this is the right lynch here"
852,"Me too...<br>
so what... that's L-1 for isaac now?  I think that means isaac should claim now, right?<br>
","08/04/08 12:20:16",40,,15,248,0,"Me too...
so what... that's L-1 for isaac now?  I think that means isaac should claim now, right?
"
855,"on an unrelated note.. check out the new way I'm listing the summary of games a particular player is in.. I think it's cool to break out running games versus games still in the signup phase...<br>
<br>
also, for players that still haven't taken a turn on that game day they will see the game name in yellow (other users can't see this because it may reveal special roles)..<br>
<br>
I'm thinking about dividing the front page up in the same way.. thoughts?<br>
","08/04/08 12:47:53",40,,15,-1,0,"on an unrelated note.. check out the new way I'm listing the summary of games a particular player is in.. I think it's cool to break out running games versus games still in the signup phase...

also, for players that still haven't taken a turn on that game day they will see the game name in yellow (other users can't see this because it may reveal special roles)..

I'm thinking about dividing the front page up in the same way.. thoughts?
"
856,"definitely a good idea.","08/04/08 12:49:50",40,,22,-1,0,"definitely a good idea."
857,"done... seems nicer..<br>
","08/04/08 13:08:21",40,,15,-1,0,"done... seems nicer..
"
858,"It's better, definitely.","08/04/08 13:33:55",40,,22,-1,0,"It's better, definitely."
859,"This game is going to need about 8-10 players in order to run reasonably well..<br>
","08/04/08 14:40:02",47,,15,-1,0,"This game is going to need about 8-10 players in order to run reasonably well..
"
860,"mafia SSK is the last link in the chain..<br>
","08/04/08 15:39:21",40,,15,249,2,"mafia SSK is the last link in the chain..
"
861,"I'll give this one a try.  I like the auto-signup button.<br>
<br>
I see that we are labeled up at the top of the thread.<br>
<br>
Is there a way for players to privately label others for our own edification / tracking?","08/04/08 17:17:47",47,,41,-1,0,"I'll give this one a try.  I like the auto-signup button.

I see that we are labeled up at the top of the thread.

Is there a way for players to privately label others for our own edification / tracking?"
862,"That's a good idea... I'll look into it...","08/04/08 17:34:10",47,,15,-1,0,"That's a good idea... I'll look into it..."
863,"this will prolly be my last vote so....","08/04/08 21:26:29",40,,17,250,0,"this will prolly be my last vote so...."
864,"Oh look a bandwagon.... *boing!*","08/04/08 21:28:20",39,,17,251,0,"Oh look a bandwagon.... *boing!*"
865,"well death scene cometh","08/04/08 23:15:13",39,,21,-1,0,"well death scene cometh"
